Hinsdale County (CO),10.6
Huerfano County (CO),21.9
Jackson County (WI),10.2
Jefferson County (WI),5.3
Kiowa County (OK),19.6
Kit Carson County (CO),13.2
Lake County (TN),29.0
La Crosse County (WI),8.7
Larimer County (CO),7.5
Las Animas County (CO),18.4
Lincoln County (WY),9.0
Logan County (WV),21.8
Mesa County (CO),11.0
Mineral County (WV),13.8
Moffat County (CO),9.9
Montezuma County (CO),16.2
Montrose County (CO),12.6
Morgan County (WV),10.8
Otero County (NM),16.6
Ouray County (CO),8.0
Park County (WY),11.1
Phillips County (MT),16.7
Pitkin County (CO),4.4
Prowers County (CO),18.5
Pueblo County (CO),14.6
Rio Arriba County (NM),18.3
Rio Arriba County (NM),18.3
Routt County (CO),6.2
Saguache County (CO),21.7
San Juan County (WA),8.7
San Juan County (WA),8.7
Sedgwick County (KS),9.0
Summit County (UT),5.3
Teller County (CO),6.2
Washington County (WI),3.8
Weld County (CO),10.0
Yuma County (CO),13.2
Fairfield County (SC),15.8
Hartford County (CT),8.4
Litchfield County (CT),4.8
Middlesex County (VA),11.5
New Kent County (VA),5.1
New Kent County (VA),5.1
Tolland County (CT),4.6
Windham County (VT),8.9
Kent County (TX),15.3
New Kent County (VA),5.1
Sussex County (VA),17.2
District of Columbia (DC),16.3
Alachua County (FL),14.7
Baker County (OR),14.4
Bay County (MI),9.8
Bradford County (PA),11.0
Brevard County (FL),9.2
Broward County (FL),9.8
Calhoun County (WV),21.2
Charlotte County (VA),14.7
Citrus County (FL),12.3
Clay County (WV),24.2
Collier County (FL),8.9
Columbia County (WI),5.8
DeSoto County (MS),7.3
Dixie County (FL),21.2
Duval County (TX),27.5
Escambia County (FL),14.8
Flagler County (FL),8.8
Franklin County (WA),16.7
Gadsden County (FL),18.7
Gilchrist County (FL),16.4
Glades County (FL),15.5
Gulf County (FL),18.6
Hamilton County (TX),17.3
Hardee County (FL),22.2
Hendry County (FL),19.5
Hernando County (FL),10.9
Highlands County (FL),14.2
Hillsborough County (NH),5.1
Holmes County (OH),10.7
Indian River County (FL),9.4
Jackson County (WI),10.2
Jefferson County (WI),5.3
Lafayette County (WI),8.3
Lake County (TN),29.0
Lee County (VA),22.3
Leon County (TX),15.7
Levy County (FL),17.5
Liberty County (TX),16.1
Madison County (VA),9.8
Manatee County (FL),9.4
Marion County (WV),14.4
Martin County (TX),18.6
Miami-Dade County (FL),17.4
Monroe County (WI),10.4
Nassau County (NY),5.2
Okaloosa County (FL),9.4
Okeechobee County (FL),16.7
Orange County (VA),8.9
Osceola County (MI),12.7
Palm Beach County (FL),9.5
Pasco County (FL),10.8
Pinellas County (FL),9.8
Polk County (WI),7.1
Putnam County (WV),8.6
St. Croix County (WI),3.9
St. Croix County (WI),3.9
Santa Fe County (NM),12.3
Sarasota County (FL),7.3
Seminole County (OK),21.2
Sumter County (SC),15.2
Suwannee County (FL),16.3
Taylor County (WI),9.6
Union County (TN),17.5
Volusia County (FL),11.1
Wakulla County (FL),12.2
Walton County (GA),10.3
Washington County (WI),3.8
Appling County (GA),16.4
Atkinson County (GA),21.9
Bacon County (GA),18.2
Baker County (OR),14.4
Baldwin County (GA),17.0
Banks County (GA),12.2
Barrow County (GA),9.5
Bartow County (GA),9.5
Ben Hill County (GA),19.1
Berrien County (MI),12.2
Bibb County (GA),17.2
Bleckley County (GA),15.3
Brantley County (GA),16.4
Brooks County (TX),36.0
Bryan County (OK),17.8
Bulloch County (GA),18.6
Burke County (ND),11.4
Butts County (GA),12.9
Calhoun County (WV),21.2
Camden County (NC),10.0
Candler County (GA),22.2
Carroll County (VA),12.3
Catoosa County (GA),9.6
Charlton County (GA),19.2
Chatham County (NC),8.7
Chattahoochee County (GA),12.4
Chattooga County (GA),14.3
Cherokee County (TX),19.1
Clarke County (VA),6.5
Clay County (WV),24.2
Clayton County (IA),8.4
Clinch County (GA),21.6
Cobb County (GA),7.1
Coffee County (TN),12.6
Colquitt County (GA),19.4
Columbia County (WI),5.8
Cook County (MN),7.1
Coweta County (GA),8.1
Crawford County (WI),10.5
Crisp County (GA),23.8
Dade County (MO),12.6
Dawson County (TX),25.7
Decatur County (TN),15.4
DeKalb County (TN),15.5
Dodge County (WI),5.9
Dooly County (GA),22.6
Dougherty County (GA),21.0
Douglas County (WI),10.8
Early County (GA),24.3
Echols County (GA),20.7
Effingham County (IL),8.5
Elbert County (GA),15.3
Emanuel County (GA),23.1
Evans County (GA),22.5
Fannin County (TX),15.3
Fayette County (WV),20.6
Floyd County (VA),10.6
Forsyth County (NC),10.6
Franklin County (WA),16.7
Fulton County (PA),8.9
Gilmer County (WV),22.2
Glascock County (GA),14.1
Glynn County (GA),14.0
Gordon County (GA),11.1
Grady County (OK),13.2
Greene County (VA),7.1
Gwinnett County (GA),5.6
Habersham County (GA),11.2
Hall County (TX),26.4
Hancock County (WV),9.7
Haralson County (GA),14.7
Harris County (TX),13.4
Hart County (KY),20.4
Heard County (GA),14.8
Henry County (VA),11.1
Houston County (TX),23.4
Irwin County (GA),18.1
Jackson County (WI),10.2
Jasper County (TX),17.8
Jeff Davis County (TX),16.6
Jefferson County (WI),5.3
Jenkins County (GA),23.2
Johnson County (WY),10.5
Jones County (TX),23.9
Lamar County (TX),17.8
Lanier County (GA),19.6
Laurens County (SC),13.2
Lee County (VA),22.3
Liberty County (TX),16.1
Lincoln County (WY),9.0
Long County (GA),19.5
Lowndes County (MS),18.0
Lumpkin County (GA),12.5
McDuffie County (GA),16.8
McIntosh County (OK),19.0
Macon County (TN),15.1
Madison County (VA),9.8
Marion County (WV),14.4
Meriwether County (GA),16.7
Miller County (MO),13.6
Mitchell County (TX),26.0
Monroe County (WI),10.4
Montgomery County (VA),12.5
Morgan County (WV),10.8
Murray County (OK),15.1
Muscogee County (GA),16.1
Newton County (TX),20.8
Oconee County (SC),10.1
Oglethorpe County (GA),12.0
Paulding County (OH),7.4
Peach County (GA),18.8
Pickens County (SC),10.2
Pierce County (WI),6.0
Pike County (PA),7.2
Polk County (WI),7.1
Pulaski County (VA),11.2
Putnam County (WV),8.6
Quitman County (MS),28.2
Rabun County (GA),11.7
Randolph County (WV),16.7
Richmond city (VA),18.1
Rockdale County (GA),8.5
Schley County (GA),17.9
Screven County (GA),18.5
Seminole County (OK),21.2
Spalding County (GA),14.6
Stephens County (TX),19.6
Stewart County (TN),12.6
Sumter County (SC),15.2
Talbot County (MD),8.1
Taliaferro County (GA),22.1
Tattnall County (GA),24.1
Taylor County (WI),9.6
Telfair County (GA),24.5
Terrell County (TX),22.2
Thomas County (NE),12.1
Tift County (GA),18.3
Toombs County (GA),21.7
Towns County (GA),12.3
Treutlen County (GA),24.4
Troup County (GA),13.8
Turner County (SD),7.9
Twiggs County (GA),18.2
Union County (TN),17.5
Upson County (GA),15.3
Walker County (TX),19.5
Walton County (GA),10.3
Ware County (GA),20.0
Warren County (VA),8.6
Washington County (WI),3.8
Wayne County (WV),16.9
Webster County (WV),26.7
Wheeler County (TX),16.3
White County (TN),15.0
Whitfield County (GA),10.3
Wilcox County (GA),23.1
Wilkes County (NC),12.2
Wilkinson County (MS),29.8
Worth County (MO),14.5
Ada County (ID),7.3
Adams County (WI),12.3
Bannock County (ID),12.9
Bear Lake County (ID),12.0
Benewah County (ID),13.8
Bingham County (ID),13.2
Blaine County (OK),18.6
Boise County (ID),10.8
Bonner County (ID),13.7
Bonneville County (ID),10.5
Boundary County (ID),15.4
Butte County (SD),13.9
Camas County (ID),7.1
Canyon County (ID),12.7
Caribou County (ID),9.7
Cassia County (ID),14.6
Clark County (WI),10.9
Clearwater County (MN),14.0
Custer County (SD),11.0
Elmore County (ID),11.5
Franklin County (WA),16.7
Fremont County (WY),15.8
Gem County (ID),12.4
Gooding County (ID),13.0
Idaho County (ID),14.9
Jefferson County (WI),5.3
Jerome County (ID),13.1
Kootenai County (ID),10.6
Latah County (ID),13.6
Lemhi County (ID),14.5
Lewis County (WV),17.2
Lincoln County (WY),9.0
Madison County (VA),9.8
Minidoka County (ID),14.0
Nez Perce County (ID),11.4
Oneida County (WI),7.8
Owyhee County (ID),17.1
Payette County (ID),13.6
Power County (ID),14.6
Shoshone County (ID),16.8
Teton County (WY),4.6
Twin Falls County (ID),12.2
Valley County (NE),12.4
Washington County (WI),3.8
Adams County (WI),12.3
Alexander County (NC),9.4
Bond County (IL),11.0
Boone County (WV),18.4
Brown County (WI),6.6
Bureau County (IL),8.1
Calhoun County (WV),21.2
Carroll County (VA),12.3
Cass County (TX),17.7
Champaign County (OH),7.8
Christian County (MO),8.3
Clark County (WI),10.9
Clay County (WV),24.2
Clinton County (PA),11.8
Coles County (IL),13.4
Cook County (MN),7.1
Crawford County (WI),10.5
Cumberland County (VA),13.5
DeKalb County (TN),15.5
De Soto Parish (LA),20.4
Douglas County (WI),10.8
DuPage County (IL),3.8
Edgar County (IL),11.9
Edwards County (TX),28.0
Effingham County (IL),8.5
Fayette County (WV),20.6
Ford County (KS),11.3
Franklin County (WA),16.7
Fulton County (PA),8.9
Gallatin County (MT),10.2
Greene County (VA),7.1
Grundy County (TN),22.7
Hamilton County (TX),17.3
Hancock County (WV),9.7
Hardin County (TX),11.8
Henderson County (TX),15.9
Henry County (VA),11.1
Iroquois County (IL),9.3
Jackson County (WI),10.2
Jasper County (TX),17.8
Jefferson County (WI),5.3
Jersey County (IL),9.1
Jo Daviess County (IL),7.6
Johnson County (WY),10.5
Kane County (UT),11.5
Kankakee County (IL),11.4
Kendall County (TX),8.5
Knox County (TX),24.8
Lake County (TN),29.0
La Crosse County (WI),8.7
Lawrence County (TN),14.2
Lee County (VA),22.3
Livingston County (NY),9.9
Logan County (WV),21.8
McDonough County (IL),15.9
McHenry County (ND),14.4
McLean County (ND),12.3
Macon County (TN),15.1
Macoupin County (IL),10.0
Madison County (VA),9.8
Marion County (WV),14.4
Marshall County (WV),13.4
Mason County (WV),16.3
Massac County (IL),13.6
Menard County (TX),24.2
Mercer County (WV),17.8
Monroe County (WI),10.4
Montgomery County (VA),12.5
Morgan County (WV),10.8
Moultrie County (IL),8.1
Ogle County (IL),7.0
Peoria County (IL),12.4
Perry County (TN),15.0
Piatt County (IL),6.0
Pike County (PA),7.2
Pope County (MN),8.0
Pulaski County (VA),11.2
Putnam County (WV),8.6
Randolph County (WV),16.7
Richland County (WI),10.2
Rock County (WI),8.2
St. Croix County (WI),3.9
Saline County (NE),7.8
Sangamon County (IL),9.5
Schuyler County (NY),11.4
Scott County (VA),14.1
Shelby County (TX),20.4
Stark County (OH),9.1
Stephenson County (IL),9.4
Tazewell County (VA),15.5
Union County (TN),17.5
Vermilion Parish (LA),17.5
Wabash County (IN),7.7
Warren County (VA),8.6
Washington County (WI),3.8
Wayne County (WV),16.9
White County (TN),15.0
Whiteside County (IL),8.3
Will County (IL),5.3
Williamson County (TX),5.1
Winnebago County (WI),6.0
Woodford County (KY),7.3
Adams County (WI),12.3
Allen County (OH),10.6
Bartholomew County (IN),7.1
Benton County (WA),9.5
Blackford County (IN),9.5
Boone County (WV),18.4
Brown County (WI),6.6
Carroll County (VA),12.3
Cass County (TX),17.7
Clark County (WI),10.9
Clay County (WV),24.2
Clinton County (PA),11.8
Crawford County (WI),10.5
Daviess County (MO),14.4
Dearborn County (IN),6.3
Decatur County (TN),15.4
De Soto Parish (LA),20.4
Delaware County (PA),7.5
Dubois County (IN),4.5
Elkhart County (IN),8.3
Fayette County (WV),20.6
Floyd County (VA),10.6
Fountain County (IN),8.3
Franklin County (WA),16.7
Fulton County (PA),8.9
Gibson County (TN),13.1
Grant County (WI),9.2
Greene County (VA),7.1
Hamilton County (TX),17.3
Hancock County (WV),9.7
Harrison County (WV),15.3
Hendricks County (IN),3.9
Henry County (VA),11.1
Howard County (TX),21.2
Huntington County (IN),6.6
Jackson County (WI),10.2
Jasper County (TX),17.8
Jay County (IN),9.8
Jefferson County (WI),5.3
Jennings County (IN),8.6
Johnson County (WY),10.5
Knox County (TX),24.8
Kosciusko County (IN),6.3
Lagrange County (IN),8.0
Lake County (TN),29.0
La Crosse County (WI),8.7
Lawrence County (TN),14.2
Madison County (VA),9.8
Marion County (WV),14.4
Marshall County (WV),13.4
Martin County (TX),18.6
Miami County (OH),6.8
Monroe County (WI),10.4
Montgomery County (VA),12.5
Morgan County (WV),10.8
Newton County (TX),20.8
Noble County (OK),12.1
Ohio County (WV),13.2
Orange County (VA),8.9
Owen County (KY),15.8
Parke County (IN),11.4
Perry County (TN),15.0
Pike County (PA),7.2
Porter County (IN),5.7
Posey County (IN),6.9
Pulaski County (VA),11.2
Putnam County (WV),8.6
Randolph County (WV),16.7
Ripley County (MO),20.5
Rush County (KS),10.6
St. Croix County (WI),3.9
Scott County (VA),14.1
Shelby County (TX),20.4
Spencer County (KY),8.3
Starke County (IN),11.4
Steuben County (NY),12.3
Sullivan County (TN),12.0
Switzerland County (IN),11.4
Tippecanoe County (IN),10.0
Tipton County (TN),11.8
Union County (TN),17.5
Vanderburgh County (IN),10.6
Vermillion County (IN),9.1
Vigo County (IN),13.1
Wabash County (IN),7.7
Warren County (VA),8.6
Warrick County (IN),5.7
Washington County (WI),3.8
Wayne County (WV),16.9
Wells County (ND),10.6
White County (TN),15.0
Whitley County (KY),23.8
Adair County (OK),20.9
Adams County (WI),12.3
Allamakee County (IA),9.2
Appanoose County (IA),14.2
Audubon County (IA),9.3
Benton County (WA),9.5
Black Hawk County (IA),10.1
Boone County (WV),18.4
Bremer County (IA),5.7
Buchanan County (VA),21.5
Buena Vista city (VA),10.5
Butler County (PA),7.0
Calhoun County (WV),21.2
Carroll County (VA),12.3
Cass County (TX),17.7
Cedar County (NE),8.5
Cerro Gordo County (IA),8.2
Cherokee County (TX),19.1
Chickasaw County (MS),16.2
Clarke County (VA),6.5
Clay County (WV),24.2
Clayton County (IA),8.4
Clinton County (PA),11.8
Crawford County (WI),10.5
Dallas County (TX),12.0
Davis County (UT),5.8
Decatur County (TN),15.4
Delaware County (PA),7.5
Des Moines County (IA),10.1
Dickinson County (MI),8.6
Dubuque County (IA),7.4
Emmet County (MI),7.5
Fayette County (WV),20.6
Floyd County (VA),10.6
Franklin County (WA),16.7
Fremont County (WY),15.8
Greene County (VA),7.1
Grundy County (TN),22.7
Guthrie County (IA),8.9
Hamilton County (TX),17.3
Hancock County (WV),9.7
Hardin County (TX),11.8
Harrison County (WV),15.3
Henry County (VA),11.1
Howard County (TX),21.2
Humboldt County (NV),9.4
Ida County (IA),8.4
Iowa County (WI),7.5
Jackson County (WI),10.2
Jasper County (TX),17.8
Jefferson County (WI),5.3
Johnson County (WY),10.5
Jones County (TX),23.9
Keokuk County (IA),10.6
Kossuth County (IA),9.0
Lee County (VA),22.3
Linn County (OR),11.1
Louisa County (VA),9.2
Lucas County (OH),11.9
Lyon County (NV),10.3
Madison County (VA),9.8
Mahaska County (IA),9.4
Marion County (WV),14.4
Marshall County (WV),13.4
Mills County (TX),18.6
Mitchell County (TX),26.0
Monona County (IA),10.6
Monroe County (WI),10.4
Montgomery County (VA),12.5
Muscatine County (IA),8.7
O'Brien County (IA),7.4
Osceola County (MI),12.7
Page County (VA),10.6
Palo Pinto County (TX),15.8
Plymouth County (MA),6.6
Pocahontas County (WV),16.5
Polk County (WI),7.1
Pottawattamie County (IA),8.7
Poweshiek County (IA),8.0
Ringgold County (IA),14.0
Sac County (IA),9.9
Scott County (VA),14.1
Shelby County (TX),20.4
Sioux County (ND),31.3
Story County (IA),8.2
Tama County (IA),8.4
Taylor County (WI),9.6
Union County (TN),17.5
Van Zandt County (TX),14.1
Wapello County (IA),12.2
Warren County (VA),8.6
Washington County (WI),3.8
Wayne County (WV),16.9
Webster County (WV),26.7
Winnebago County (WI),6.0
Winneshiek County (IA),7.4
Woodbury County (IA),9.4
Worth County (MO),14.5
Wright County (MO),19.1
Allen County (OH),10.6
Anderson County (TX),20.5
Atchison County (MO),10.6
Barber County (KS),11.0
Barton County (MO),12.3
Bourbon County (KY),11.9
Brown County (WI),6.6
Butler County (PA),7.0
Chase County (NE),10.6
Chautauqua County (NY),13.5
Cherokee County (TX),19.1
Cheyenne County (NE),9.2
Clark County (WI),10.9
Clay County (WV),24.2
Cloud County (KS),11.6
Coffey County (KS),8.4
Comanche County (TX),19.2
Cowley County (KS),11.3
Crawford County (WI),10.5
Decatur County (TN),15.4
Dickinson County (MI),8.6
Doniphan County (KS),11.1
Douglas County (WI),10.8
Edwards County (TX),28.0
Elk County (PA),7.1
Ellis County (TX),9.4
Ellsworth County (KS),8.8
Finney County (KS),10.8
Ford County (KS),11.3
Franklin County (WA),16.7
Geary County (KS),11.0
Gove County (KS),9.6
Graham County (NC),16.3
Grant County (WI),9.2
Gray County (TX),15.3
Greeley County (NE),13.0
Greenwood County (SC),12.5
Hamilton County (TX),17.3
Harper County (OK),10.1
Harvey County (KS),7.5
Haskell County (TX),22.0
Hodgeman County (KS),8.4
Jackson County (WI),10.2
Jefferson County (WI),5.3
Jewell County (KS),11.4
Johnson County (WY),10.5
Kearny County (KS),10.2
Kingman County (KS),9.6
Kiowa County (OK),19.6
Labette County (KS),12.9
Lane County (OR),12.0
Leavenworth County (KS),7.5
Lincoln County (WY),9.0
Linn County (OR),11.1
Logan County (WV),21.8
Lyon County (NV),10.3
McPherson County (SD),12.2
Marion County (WV),14.4
Marshall County (WV),13.4
Meade County (SD),9.3
Miami County (OH),6.8
Mitchell County (TX),26.0
Montgomery County (VA),12.5
Morris County (TX),17.6
Morton County (ND),9.6
Nemaha County (NE),10.3
Neosho County (KS),11.4
Ness County (KS),7.3
Norton city (VA),18.6
Osage County (OK),12.7
Osborne County (KS),10.8
Ottawa County (OK),17.1
Pawnee County (OK),13.1
Phillips County (MT),16.7
Pottawatomie County (OK),16.3
Pratt County (KS),9.8
Rawlins County (KS),10.4
Reno County (KS),10.6
Republic County (KS),10.8
Rice County (MN),6.6
Riley County (KS),11.9
Rooks County (KS),11.4
Rush County (KS),10.6
Russell County (VA),16.7
Saline County (NE),7.8
Scott County (VA),14.1
Sedgwick County (KS),9.0
Seward County (NE),6.4
Shawnee County (KS),8.8
Sheridan County (WY),10.7
Sherman County (TX),13.7
Smith County (TX),13.3
Stafford County (VA),4.4
Stanton County (NE),8.4
Stevens County (WA),15.2
Sumner County (TN),8.4
Thomas County (NE),12.1
Trego County (KS),10.0
Wabaunsee County (KS),7.2
Wallace County (KS),11.6
Washington County (WI),3.8
Wichita County (TX),14.8
Wilson County (TX),12.0
Woodson County (KS),12.9
Wyandotte County (KS),14.1
Adair County (OK),20.9
Allen County (OH),10.6
Anderson County (TX),20.5
Ballard County (KY),13.1
Barren County (KY),14.4
Bath County (VA),7.5
Bell County (TX),12.4
Boone County (WV),18.4
Bourbon County (KY),11.9
Boyd County (NE),14.1
Boyle County (KY),12.2
Bracken County (KY),11.4
Breathitt County (KY),28.3
Breckinridge County (KY),15.5
Bullitt County (KY),7.6
Butler County (PA),7.0
Caldwell County (TX),14.9
Calloway County (KY),13.9
Campbell County (WY),6.5
Carlisle County (KY),12.6
Carroll County (VA),12.3
Carter County (TN),15.6
Casey County (KY),20.8
Christian County (MO),8.3
Clark County (WI),10.9
Clay County (WV),24.2
Clinton County (PA),11.8
Crittenden County (KY),16.1
Cumberland County (VA),13.5
Daviess County (MO),14.4
Edmonson County (KY),16.6
Elliott County (KY),24.7
Estill County (KY),20.9
Fayette County (WV),20.6
Fleming County (KY),16.9
Floyd County (VA),10.6
Franklin County (WA),16.7
Fulton County (PA),8.9
Gallatin County (MT),10.2
Garrard County (KY),13.5
Grant County (WI),9.2
Graves County (KY),13.7
Grayson County (VA),13.5
Green Lake County (WI),7.5
Greenup County (KY),13.6
Hancock County (WV),9.7
Hardin County (TX),11.8
Harlan County (NE),10.9
Harrison County (WV),15.3
Hart County (KY),20.4
Henderson County (TX),15.9
Henry County (VA),11.1
Hickman County (TN),14.5
Hopkins County (TX),14.9
Jackson County (WI),10.2
Jefferson County (WI),5.3
Jessamine County (KY),11.3
Johnson County (WY),10.5
Kenton County (KY),8.6
Knott County (KY),25.4
Knox County (TX),24.8
Larue County (KY),14.2
Laurel County (KY),17.4
Lawrence County (TN),14.2
Lee County (VA),22.3
Leslie County (KY),24.8
Letcher County (KY),23.1
Lewis County (WV),17.2
Lincoln County (WY),9.0
Livingston County (NY),9.9
Logan County (WV),21.8
Lyon County (NV),10.3
McCracken County (KY),13.2
McCreary County (KY),29.7
McLean County (ND),12.3
Madison County (VA),9.8
Magoffin County (KY),28.6
Marion County (WV),14.4
Marshall County (WV),13.4
Martin County (TX),18.6
Mason County (WV),16.3
Meade County (SD),9.3
Menifee County (KY),23.4
Mercer County (WV),17.8
Metcalfe County (KY),20.3
Monroe County (WI),10.4
Montgomery County (VA),12.5
Morgan County (WV),10.8
Muhlenberg County (KY),15.3
Nelson County (VA),10.3
Nicholas County (WV),18.7
Ohio County (WV),13.2
Oldham County (TX),13.9
Owen County (KY),15.8
Owsley County (KY),36.9
Pendleton County (WV),12.2
Perry County (TN),15.0
Pike County (PA),7.2
Powell County (MT),15.6
Pulaski County (VA),11.2
Robertson County (TX),20.1
Rockcastle County (KY),19.9
Rowan County (NC),10.7
Russell County (VA),16.7
Scott County (VA),14.1
Shelby County (TX),20.4
Simpson County (MS),19.7
Spencer County (KY),8.3
Taylor County (WI),9.6
Todd County (SD),38.0
Trigg County (KY),11.7
Trimble County (KY),11.8
Union County (TN),17.5
Warren County (VA),8.6
Washington County (WI),3.8
Wayne County (WV),16.9
Webster County (WV),26.7
Whitley County (KY),23.8
Wolfe County (KY),32.3
Woodford County (KY),7.3
